fips2000,fips2010,fmr0,fmr1,fmr2,fmr3,fmr4,county,State,CouSub,countyname,Metro_code,Areaname,county_town_name,pop2010,ACS_2012_sm_2,state_alpha,fmr_type,metro,FMR_PCT_Change,FMR_Dollar_Change
5103199999,5103199999,544,595,726,929,1071,31,51,99999,Campbell County,METRO31340M31340,"Lynchburg, VA MSA",Campbell County,54842,654,VA,40,1,1.110091743,72
5103399999,5103399999,786,826,979,1287,1560,33,51,99999,Caroline County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Caroline County,28545,878,VA,50,1,1.115034169,101
5103599999,5103599999,506,528,626,847,1062,35,51,99999,Carroll County,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,30042,541,VA,40,0,1.157116451,85
5103699999,5103699999,786,826,979,1287,1560,36,51,99999,Charles City County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Charles City County,7256,878,VA,50,1,1.115034169,101
5103799999,5103799999,486,489,626,847,851,37,51,99999,Charlotte County,NCNTY51037N51037,"Charlotte County, VA",Charlotte County,12586,541,VA,40,0,1.157116451,85
5104199999,5104199999,786,826,979,1287,1560,41,51,99999,Chesterfield County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Chesterfield County,316236,878,VA,50,1,1.115034169,101
5104399999,5104399999,1130,1191,1412,1890,2374,43,51,99999,Clarke County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Clarke County,14034,1506,VA,40,1,0.9375830013,-94
5104599999,5104599999,529,613,764,1001,1134,45,51,99999,Craig County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Craig County,5190,732,VA,40,1,1.043715847,32
5104799999,5104799999,564,739,948,1397,1679,47,51,99999,Culpeper County,NCNTY51047N51047,"Culpeper County, VA",Culpeper County,46689,772,VA,40,0,1.227979275,176
5104999999,5104999999,786,826,979,1287,1560,49,51,99999,Cumberland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Cumberland County,10052,878,VA,50,1,1.115034169,101
5105199999,5105199999,460,463,626,780,837,51,51,99999,Dickenson County,NCNTY51051N51051,"Dickenson County, VA",Dickenson County,15903,541,VA,40,0,1.157116451,85
5105399999,5105399999,786,826,979,1287,1560,53,51,99999,Dinwiddie County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Dinwiddie County,28001,878,VA,50,1,1.115034169,101
5105799999,5105799999,582,673,798,994,1281,57,51,99999,Essex County,NCNTY51057N51057,"Essex County, VA",Essex County,11151,687,VA,40,0,1.161572052,111
5105999999,5105999999,1130,1191,1412,1890,2374,59,51,99999,Fairfax County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,1081726,1506,VA,40,1,0.9375830013,-94
5106199999,5106199999,1130,1191,1412,1890,2374,61,51,99999,Fauquier County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,65203,1506,VA,40,1,0.9375830013,-94
5106399999,5106399999,460,463,626,780,1005,63,51,99999,Floyd County,NCNTY51063N51063,"Floyd County, VA",Floyd County,15279,541,VA,40,0,1.157116451,85
5106599999,5106599999,701,927,1099,1398,1586,65,51,99999,Fluvanna County,METRO16820M16820,"Charlottesville, VA MSA",Fluvanna County,25691,1029,VA,40,1,1.068027211,70
5106799999,5106799999,441,504,637,813,966,67,51,99999,Franklin County,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",Franklin County,56159,610,VA,40,1,1.044262295,27
5106999999,5106999999,594,648,839,1141,1424,69,51,99999,Frederick County,METRO49020M49020,"Winchester, VA-WV MSA",Frederick County,78305,895,VA,40,1,0.9374301676,-56
5107199999,5107199999,478,528,626,913,1036,71,51,99999,Giles County,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",Giles County,17286,541,VA,40,1,1.157116451,85
5107399999,5107399999,918,944,1136,1570,1976,73,51,99999,Gloucester County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Gloucester County,36858,1064,VA,50,1,1.067669173,72
5107599999,5107599999,786,826,979,1287,1560,75,51,99999,Goochland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Goochland County,21717,878,VA,50,1,1.115034169,101
5107799999,5107799999,506,528,626,826,1109,77,51,99999,Grayson County,NCNTY51077N51077,"Grayson County, VA",Grayson County,15533,541,VA,40,0,1.157116451,85
5107999999,5107999999,701,927,1099,1398,1586,79,51,99999,Greene County,METRO16820M16820,"Charlottesville, VA MSA",Greene County,18403,1029,VA,40,1,1.068027211,70
5108199999,5108199999,507,530,628,925,929,81,51,99999,Greensville County,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,12243,571,VA,40,0,1.099824869,57
5108399999,5108399999,485,488,626,799,837,83,51,99999,Halifax County,NCNTY51083N51083,"Halifax County, VA",Halifax County,36241,541,VA,40,0,1.157116451,85
5108599999,5108599999,786,826,979,1287,1560,85,51,99999,Hanover County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hanover County,99863,878,VA,50,1,1.115034169,101
5108799999,5108799999,786,826,979,1287,1560,87,51,99999,Henrico County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Henrico County,306935,878,VA,50,1,1.115034169,101
5108999999,5108999999,437,525,626,805,927,89,51,99999,Henry County,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,54151,541,VA,40,0,1.157116451,85
5109199999,5109199999,506,528,626,922,926,91,51,99999,Highland County,NCNTY51091N51091,"Highland County, VA",Highland County,2321,541,VA,40,0,1.157116451,85
5109399999,5109399999,918,944,1136,1570,1976,93,51,99999,Isle of Wight County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Isle of Wight County,35270,1064,VA,50,1,1.067669173,72
5109599999,5109599999,918,944,1136,1570,1976,95,51,99999,James City County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,67009,1064,VA,50,1,1.067669173,72
5109799999,5109799999,786,826,979,1287,1560,97,51,99999,King and Queen County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King and Queen County,6945,878,VA,50,1,1.115034169,101
5109999999,5109999999,725,730,987,1303,1540,99,51,99999,King George County,NCNTY51099N51099,"King George County, VA",King George County,23584,817,VA,40,0,1.208078335,170
5110199999,5110199999,786,826,979,1287,1560,101,51,99999,King William County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King William County,15935,878,VA,50,1,1.115034169,101
5110399999,5110399999,631,635,859,1070,1379,103,51,99999,Lancaster County,NCNTY51103N51103,"Lancaster County, VA",Lancaster County,11391,787,VA,40,0,1.091486658,72
5110599999,5110599999,506,515,626,780,1005,105,51,99999,Lee County,NCNTY51105N51105,"Lee County, VA",Lee County,25587,541,VA,40,0,1.157116451,85
5110799999,5110799999,1130,1191,1412,1890,2374,107,51,99999,Loudoun County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,312311,1506,VA,40,1,0.9375830013,-94
5110999999,5110999999,579,608,721,1062,1066,109,51,99999,Louisa County,METRO40060N51109,"Louisa County, VA HUD Metro FMR Area",Louisa County,33153,688,VA,40,1,1.047965116,33
5111199999,5111199999,484,487,659,821,881,111,51,99999,Lunenburg County,NCNTY51111N51111,"Lunenburg County, VA",Lunenburg County,12914,593,VA,40,0,1.111298482,66
5111399999,5111399999,578,603,715,1054,1057,113,51,99999,Madison County,NCNTY51113N51113,"Madison County, VA",Madison County,13308,706,VA,40,0,1.012747875,9
5111599999,5111599999,918,944,1136,1570,1976,115,51,99999,Mathews County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Mathews County,8978,1064,VA,50,1,1.067669173,72
5111799999,5111799999,506,528,626,826,902,117,51,99999,Mecklenburg County,NCNTY51117N51117,"Mecklenburg County, VA",Mecklenburg County,32727,541,VA,40,0,1.157116451,85
5111999999,5111999999,514,536,636,937,1126,119,51,99999,Middlesex County,NCNTY51119N51119,"Middlesex County, VA",Middlesex County,10959,610,VA,40,0,1.042622951,26
5112199999,5112199999,550,645,765,1071,1355,121,51,99999,Montgomery County,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,94392,724,VA,40,1,1.056629834,41
5112599999,5112599999,701,927,1099,1398,1586,125,51,99999,Nelson County,METRO16820M16820,"Charlottesville, VA MSA",Nelson County,15020,1029,VA,40,1,1.068027211,70
5112799999,5112799999,786,826,979,1287,1560,127,51,99999,New Kent County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",New Kent County,18429,878,VA,50,1,1.115034169,101
5113199999,5113199999,539,543,734,914,1236,131,51,99999,Northampton County,NCNTY51131N51131,"Northampton County, VA",Northampton County,12389,660,VA,40,0,1.112121212,74
5113399999,5113399999,575,579,750,1105,1109,133,51,99999,Northumberland County,NCNTY51133N51133,"Northumberland County, VA",Northumberland County,12330,656,VA,40,0,1.143292683,94
5113599999,5113599999,584,610,723,994,998,135,51,99999,Nottoway County,NCNTY51135N51135,"Nottoway County, VA",Nottoway County,15853,648,VA,40,0,1.115740741,75
5113799999,5113799999,674,679,918,1200,1626,137,51,99999,Orange County,NCNTY51137N51137,"Orange County, VA",Orange County,33481,780,VA,40,0,1.176923077,138
5113999999,5113999999,565,579,699,871,934,139,51,99999,Page County,NCNTY51139N51139,"Page County, VA",Page County,24042,613,VA,40,0,1.140293638,86
5114199999,5114199999,506,528,626,801,1005,141,51,99999,Patrick County,NCNTY51141N51141,"Patrick County, VA",Patrick County,18490,541,VA,40,0,1.157116451,85
5114399999,5114399999,401,510,626,887,890,143,51,99999,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,63506,608,VA,40,1,1.029605263,18
5114599999,5114599999,786,826,979,1287,1560,145,51,99999,Powhatan County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Powhatan County,28046,878,VA,50,1,1.115034169,101
5114799999,5114799999,552,556,735,947,982,147,51,99999,Prince Edward County,NCNTY51147N51147,"Prince Edward County, VA",Prince Edward County,23368,633,VA,40,0,1.161137441,102
5114999999,5114999999,786,826,979,1287,1560,149,51,99999,Prince George County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Prince George County,35725,878,VA,50,1,1.115034169,101
5115399999,5115399999,1130,1191,1412,1890,2374,153,51,99999,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,402002,1506,VA,40,1,0.9375830013,-94
5115599999,5115599999,509,531,630,803,995,155,51,99999,Pulaski County,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,34872,576,VA,40,1,1.09375,54
5115799999,5115799999,764,798,946,1388,1519,157,51,99999,Rappahannock County,NCNTY51157N51157,"Rappahannock County, VA",Rappahannock County,7373,791,VA,40,0,1.195954488,155
5115999999,5115999999,523,527,713,1051,1143,159,51,99999,Richmond County,NCNTY51159N51159,"Richmond County, VA",Richmond County,9254,636,VA,40,0,1.121069182,77
5116199999,5116199999,529,613,764,1001,1134,161,51,99999,Roanoke County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke County,92376,732,VA,40,1,1.043715847,32
5116399999,5116399999,499,572,678,844,1184,163,51,99999,Rockbridge County,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Rockbridge County,22307,612,VA,40,0,1.107843137,66
5116599999,5116599999,565,568,741,941,1312,165,51,99999,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,76314,784,VA,40,1,0.9451530612,-43
5116799999,5116799999,506,528,626,861,1005,167,51,99999,Russell County,NCNTY51167N51167,"Russell County, VA",Russell County,28897,541,VA,40,0,1.157116451,85
5116999999,5116999999,439,487,626,819,927,169,51,99999,Scott County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,23177,563,VA,40,1,1.111900533,63
5117199999,5117199999,459,632,761,1036,1313,171,51,99999,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,41993,650,VA,40,0,1.170769231,111
5117399999,5117399999,506,528,626,780,958,173,51,99999,Smyth County,NCNTY51173N51173,"Smyth County, VA",Smyth County,32208,541,VA,40,0,1.157116451,85
5117599999,5117599999,585,588,777,968,1038,175,51,99999,Southampton County,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,18570,695,VA,40,0,1.117985612,82
5117799999,5117799999,1130,1191,1412,1890,2374,177,51,99999,Spotsylvania County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,122397,1506,VA,40,1,0.9375830013,-94
5117999999,5117999999,1130,1191,1412,1890,2374,179,51,99999,Stafford County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,128961,1506,VA,40,1,0.9375830013,-94
5118199999,5118199999,918,944,1136,1570,1976,181,51,99999,Surry County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Surry County,7058,1064,VA,50,1,1.067669173,72
5118399999,5118399999,786,826,979,1287,1560,183,51,99999,Sussex County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Sussex County,12087,878,VA,50,1,1.115034169,101
5118599999,5118599999,506,528,626,792,890,185,51,99999,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,45078,541,VA,40,0,1.157116451,85
5118799999,5118799999,661,666,886,1258,1262,187,51,99999,Warren County,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",Warren County,37575,844,VA,40,1,1.049763033,42
5119199999,5119199999,439,487,626,819,927,191,51,99999,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,54876,563,VA,40,1,1.111900533,63
5119399999,5119399999,703,708,896,1143,1439,193,51,99999,Westmoreland County,NCNTY51193N51193,"Westmoreland County, VA",Westmoreland County,17454,814,VA,40,0,1.100737101,82
5119599999,5119599999,506,528,626,780,990,195,51,99999,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,41452,541,VA,40,0,1.157116451,85
5119799999,5119799999,473,476,626,804,1109,197,51,99999,Wythe County,NCNTY51197N51197,"Wythe County, VA",Wythe County,29235,541,VA,40,0,1.157116451,85
5119999999,5119999999,918,944,1136,1570,1976,199,51,99999,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,65464,1064,VA,50,1,1.067669173,72
5151099999,5151099999,1130,1191,1412,1890,2374,510,51,99999,Alexandria city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,139966,1506,VA,40,1,0.9375830013,-94
5151599999,5151599999,544,595,726,929,1071,515,51,99999,Bedford city,METRO31340M31340,"Lynchburg, VA MSA",Bedford city,6222,654,VA,40,1,1.110091743,72
5152099999,5152099999,439,487,626,819,927,520,51,99999,Bristol city,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,17835,563,VA,40,1,1.111900533,63
5153099999,5153099999,499,572,678,844,1184,530,51,99999,Buena Vista city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Buena Vista city,6650,612,VA,40,0,1.107843137,66
5154099999,5154099999,701,927,1099,1398,1586,540,51,99999,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,43475,1029,VA,40,1,1.068027211,70
5155099999,5155099999,918,944,1136,1570,1976,550,51,99999,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,222209,1064,VA,50,1,1.067669173,72
5156099999,5156099999,506,509,626,922,1005,560,51,99999,Clifton Forge city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Clifton Forge city,3884,541,VA,40,0,1.157116451,85
5157099999,5157099999,786,826,979,1287,1560,570,51,99999,Colonial Heights city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Colonial Heights city,17411,878,VA,50,1,1.115034169,101
5158099999,5158099999,506,509,626,922,1005,580,51,99999,Covington city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Covington city,5961,541,VA,40,0,1.157116451,85
5159099999,5159099999,401,510,626,887,890,590,51,99999,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,43055,608,VA,40,1,1.029605263,18
5159599999,5159599999,507,530,628,925,929,595,51,99999,Emporia city,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,5927,571,VA,40,0,1.099824869,57
5160099999,5160099999,1130,1191,1412,1890,2374,600,51,99999,Fairfax city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,22565,1506,VA,40,1,0.9375830013,-94
5161099999,5161099999,1130,1191,1412,1890,2374,610,51,99999,Falls Church city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,12332,1506,VA,40,1,0.9375830013,-94
5162099999,5162099999,585,588,777,968,1038,620,51,99999,Franklin city,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,8582,695,VA,40,0,1.117985612,82
5163099999,5163099999,1130,1191,1412,1890,2374,630,51,99999,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,24286,1506,VA,40,1,0.9375830013,-94
5164099999,5164099999,506,528,626,847,1062,640,51,99999,Galax city,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,7042,541,VA,40,0,1.157116451,85
5165099999,5165099999,918,944,1136,1570,1976,650,51,99999,Hampton city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Hampton city,137436,1064,VA,50,1,1.067669173,72
5166099999,5166099999,565,568,741,941,1312,660,51,99999,Harrisonburg city,METRO25500M25500,"Harrisonburg, VA MSA",Harrisonburg city,48914,784,VA,40,1,0.9451530612,-43
5167099999,5167099999,786,826,979,1287,1560,670,51,99999,Hopewell city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hopewell city,22591,878,VA,50,1,1.115034169,101
5167899999,5167899999,499,572,678,844,1184,678,51,99999,Lexington city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Lexington city,7042,612,VA,40,0,1.107843137,66
5168099999,5168099999,544,595,726,929,1071,680,51,99999,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,75568,654,VA,40,1,1.110091743,72
5168399999,5168399999,1130,1191,1412,1890,2374,683,51,99999,Manassas city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,37821,1506,VA,40,1,0.9375830013,-94
5168599999,5168599999,1130,1191,1412,1890,2374,685,51,99999,Manassas Park city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,14273,1506,VA,40,1,0.9375830013,-94
5169099999,5169099999,437,525,626,805,927,690,51,99999,Martinsville city,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,13821,541,VA,40,0,1.157116451,85
5170099999,5170099999,918,944,1136,1570,1976,700,51,99999,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,180719,1064,VA,50,1,1.067669173,72
5171099999,5171099999,918,944,1136,1570,1976,710,51,99999,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,242803,1064,VA,50,1,1.067669173,72
5172099999,5172099999,506,528,626,780,990,720,51,99999,Norton city,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,3958,541,VA,40,0,1.157116451,85
5173099999,5173099999,786,826,979,1287,1560,730,51,99999,Petersburg city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Petersburg city,32420,878,VA,50,1,1.115034169,101
5173599999,5173599999,918,944,1136,1570,1976,735,51,99999,Poquoson city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Poquoson city,12150,1064,VA,50,1,1.067669173,72
5174099999,5174099999,918,944,1136,1570,1976,740,51,99999,Portsmouth city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Portsmouth city,95535,1064,VA,50,1,1.067669173,72
5175099999,5175099999,550,645,765,1071,1355,750,51,99999,Radford city,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,16408,724,VA,40,1,1.056629834,41
5176099999,5176099999,786,826,979,1287,1560,760,51,99999,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,204214,878,VA,50,1,1.115034169,101
5177099999,5177099999,529,613,764,1001,1134,770,51,99999,Roanoke city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke city,97032,732,VA,40,1,1.043715847,32
5177599999,5177599999,529,613,764,1001,1134,775,51,99999,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,24802,732,VA,40,1,1.043715847,32
5179099999,5179099999,429,529,669,883,1171,790,51,99999,Staunton city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Staunton city,23746,629,VA,40,0,1.063593005,40
5180099999,5180099999,918,944,1136,1570,1976,800,51,99999,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,84585,1064,VA,50,1,1.067669173,72
5181099999,5181099999,918,944,1136,1570,1976,810,51,99999,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,437994,1064,VA,50,1,1.067669173,72
5182099999,5182099999,429,529,669,883,1171,820,51,99999,Waynesboro city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Waynesboro city,21006,629,VA,40,0,1.063593005,40
5183099999,5183099999,918,944,1136,1570,1976,830,51,99999,Williamsburg city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Williamsburg city,14068,1064,VA,50,1,1.067669173,72
5184099999,5184099999,594,648,839,1141,1424,840,51,99999,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,26203,895,VA,40,1,0.9374301676,-56
