fips2000,fips2010,fmr2,fmr0,fmr1,fmr3,fmr4,county,State,CouSub,countyname,Metro_code,Areaname,county_town_name,pop2010,state_alpha,fmr_type,metro
5102399999,5102399999,732,507,587,959,1087,23,51,99999,Botetourt County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Botetourt County,33148,VA,40,1
5102599999,5102599999,692,508,511,862,1226,25,51,99999,Brunswick County,NCNTY51025N51025,"Brunswick County, VA",Brunswick County,17434,VA,40,0
5102799999,5102799999,643,519,542,801,859,27,51,99999,Buchanan County,NCNTY51027N51027,"Buchanan County, VA",Buchanan County,24098,VA,40,0
5102999999,5102999999,643,519,542,948,1139,29,51,99999,Buckingham County,NCNTY51029N51029,"Buckingham County, VA",Buckingham County,17146,VA,40,0
5103199999,5103199999,746,559,611,955,1100,31,51,99999,Campbell County,METRO31340M31340,"Lynchburg, VA MSA",Campbell County,54842,VA,40,1
5103399999,5103399999,993,797,838,1306,1582,33,51,99999,Caroline County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Caroline County,28545,VA,50,1
5103599999,5103599999,643,519,542,870,1091,35,51,99999,Carroll County,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,30042,VA,40,0
5103699999,5103699999,993,797,838,1306,1582,36,51,99999,Charles City County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Charles City County,7256,VA,50,1
5103799999,5103799999,643,499,502,870,874,37,51,99999,Charlotte County,NCNTY51037N51037,"Charlotte County, VA",Charlotte County,12586,VA,40,0
5104199999,5104199999,993,797,838,1306,1582,41,51,99999,Chesterfield County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Chesterfield County,316236,VA,50,1
5104399999,5104399999,1458,1167,1230,1951,2451,43,51,99999,Clarke County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Clarke County,14034,VA,40,1
5104599999,5104599999,732,507,587,959,1087,45,51,99999,Craig County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Craig County,5190,VA,40,1
5104799999,5104799999,974,579,759,1435,1725,47,51,99999,Culpeper County,NCNTY51047N51047,"Culpeper County, VA",Culpeper County,46689,VA,40,0
5104999999,5104999999,993,797,838,1306,1582,49,51,99999,Cumberland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Cumberland County,10052,VA,50,1
5105199999,5105199999,643,472,475,801,859,51,51,99999,Dickenson County,NCNTY51051N51051,"Dickenson County, VA",Dickenson County,15903,VA,40,0
5105399999,5105399999,993,797,838,1306,1582,53,51,99999,Dinwiddie County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Dinwiddie County,28001,VA,50,1
5105799999,5105799999,868,633,732,1081,1394,57,51,99999,Essex County,NCNTY51057N51057,"Essex County, VA",Essex County,11151,VA,40,0
5105999999,5105999999,1458,1167,1230,1951,2451,59,51,99999,Fairfax County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,1081726,VA,40,1
5106199999,5106199999,1458,1167,1230,1951,2451,61,51,99999,Fauquier County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,65203,VA,40,1
5106399999,5106399999,643,472,475,801,1033,63,51,99999,Floyd County,NCNTY51063N51063,"Floyd County, VA",Floyd County,15279,VA,40,0
5106599999,5106599999,1038,662,875,1321,1498,65,51,99999,Fluvanna County,METRO16820M16820,"Charlottesville, VA MSA",Fluvanna County,25691,VA,40,1
5106799999,5106799999,643,445,508,821,975,67,51,99999,Franklin County,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",Franklin County,56159,VA,40,1
5106999999,5106999999,819,580,633,1114,1390,69,51,99999,Frederick County,METRO49020M49020,"Winchester, VA-WV MSA",Frederick County,78305,VA,40,1
5107199999,5107199999,643,491,542,937,1064,71,51,99999,Giles County,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",Giles County,17286,VA,40,1
5107399999,5107399999,1107,894,920,1530,1926,73,51,99999,Gloucester County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Gloucester County,36858,VA,50,1
5107599999,5107599999,993,797,838,1306,1582,75,51,99999,Goochland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Goochland County,21717,VA,50,1
5107799999,5107799999,643,519,542,849,1139,77,51,99999,Grayson County,NCNTY51077N51077,"Grayson County, VA",Grayson County,15533,VA,40,0
5107999999,5107999999,1038,662,875,1321,1498,79,51,99999,Greene County,METRO16820M16820,"Charlottesville, VA MSA",Greene County,18403,VA,40,1
5108199999,5108199999,690,557,582,1017,1020,81,51,99999,Greensville County,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,12243,VA,40,0
5108399999,5108399999,643,498,501,820,859,83,51,99999,Halifax County,NCNTY51083N51083,"Halifax County, VA",Halifax County,36241,VA,40,0
5108599999,5108599999,993,797,838,1306,1582,85,51,99999,Hanover County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hanover County,99863,VA,50,1
5108799999,5108799999,993,797,838,1306,1582,87,51,99999,Henrico County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Henrico County,306935,VA,50,1
5108999999,5108999999,643,449,540,826,952,89,51,99999,Henry County,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,54151,VA,40,0
5109199999,5109199999,643,519,542,948,951,91,51,99999,Highland County,NCNTY51091N51091,"Highland County, VA",Highland County,2321,VA,40,0
5109399999,5109399999,1107,894,920,1530,1926,93,51,99999,Isle of Wight County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Isle of Wight County,35270,VA,50,1
5109599999,5109599999,1107,894,920,1530,1926,95,51,99999,James City County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,67009,VA,50,1
5109799999,5109799999,993,797,838,1306,1582,97,51,99999,King and Queen County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King and Queen County,6945,VA,50,1
5109999999,5109999999,1036,761,766,1367,1617,99,51,99999,King George County,NCNTY51099N51099,"King George County, VA",King George County,23584,VA,40,0
5110199999,5110199999,993,797,838,1306,1582,101,51,99999,King William County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King William County,15935,VA,50,1
5110399999,5110399999,878,645,649,1093,1410,103,51,99999,Lancaster County,NCNTY51103N51103,"Lancaster County, VA",Lancaster County,11391,VA,40,0
5110599999,5110599999,643,519,529,801,1033,105,51,99999,Lee County,NCNTY51105N51105,"Lee County, VA",Lee County,25587,VA,40,0
5110799999,5110799999,1458,1167,1230,1951,2451,107,51,99999,Loudoun County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,312311,VA,40,1
5110999999,5110999999,713,572,601,1051,1054,109,51,99999,Louisa County,METRO40060N51109,"Louisa County, VA HUD Metro FMR Area",Louisa County,33153,VA,40,1
5111199999,5111199999,693,509,512,863,926,111,51,99999,Lunenburg County,NCNTY51111N51111,"Lunenburg County, VA",Lunenburg County,12914,VA,40,0
5111399999,5111399999,974,787,822,1435,1440,113,51,99999,Madison County,NCNTY51113N51113,"Madison County, VA",Madison County,13308,VA,40,0
5111599999,5111599999,1107,894,920,1530,1926,115,51,99999,Mathews County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Mathews County,8978,VA,50,1
5111799999,5111799999,664,536,560,877,957,117,51,99999,Mecklenburg County,NCNTY51117N51117,"Mecklenburg County, VA",Mecklenburg County,32727,VA,40,0
5111999999,5111999999,682,551,575,1005,1208,119,51,99999,Middlesex County,NCNTY51119N51119,"Middlesex County, VA",Middlesex County,10959,VA,40,0
5112199999,5112199999,733,527,618,1026,1298,121,51,99999,Montgomery County,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,94392,VA,40,1
5112599999,5112599999,1038,662,875,1321,1498,125,51,99999,Nelson County,METRO16820M16820,"Charlottesville, VA MSA",Nelson County,15020,VA,40,1
5112799999,5112799999,993,797,838,1306,1582,127,51,99999,New Kent County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",New Kent County,18429,VA,50,1
5113199999,5113199999,777,570,574,968,1308,131,51,99999,Northampton County,NCNTY51131N51131,"Northampton County, VA",Northampton County,12389,VA,40,0
5113399999,5113399999,803,616,620,1183,1187,133,51,99999,Northumberland County,NCNTY51133N51133,"Northumberland County, VA",Northumberland County,12330,VA,40,0
5113599999,5113599999,757,612,638,1041,1045,135,51,99999,Nottoway County,NCNTY51135N51135,"Nottoway County, VA",Nottoway County,15853,VA,40,0
5113799999,5113799999,843,619,623,1102,1493,137,51,99999,Orange County,NCNTY51137N51137,"Orange County, VA",Orange County,33481,VA,40,0
5113999999,5113999999,652,527,540,812,871,139,51,99999,Page County,NCNTY51139N51139,"Page County, VA",Page County,24042,VA,40,0
5114199999,5114199999,643,519,542,823,1033,141,51,99999,Patrick County,NCNTY51141N51141,"Patrick County, VA",Patrick County,18490,VA,40,0
5114399999,5114399999,643,412,524,911,914,143,51,99999,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,63506,VA,40,1
5114599999,5114599999,993,797,838,1306,1582,145,51,99999,Powhatan County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Powhatan County,28046,VA,50,1
5114799999,5114799999,775,582,586,998,1036,147,51,99999,Prince Edward County,NCNTY51147N51147,"Prince Edward County, VA",Prince Edward County,23368,VA,40,0
5114999999,5114999999,993,797,838,1306,1582,149,51,99999,Prince George County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Prince George County,35725,VA,50,1
5115399999,5115399999,1458,1167,1230,1951,2451,153,51,99999,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,402002,VA,40,1
5115599999,5115599999,643,519,542,820,1015,155,51,99999,Pulaski County,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,34872,VA,40,1
5115799999,5115799999,1056,853,891,1550,1696,157,51,99999,Rappahannock County,NCNTY51157N51157,"Rappahannock County, VA",Rappahannock County,7373,VA,40,0
5115999999,5115999999,777,570,574,1145,1246,159,51,99999,Richmond County,NCNTY51159N51159,"Richmond County, VA",Richmond County,9254,VA,40,0
5116199999,5116199999,732,507,587,959,1087,161,51,99999,Roanoke County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke County,92376,VA,40,1
5116399999,5116399999,677,498,571,843,1182,163,51,99999,Rockbridge County,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Rockbridge County,22307,VA,40,0
5116599999,5116599999,863,658,662,1096,1528,165,51,99999,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,76314,VA,40,1
5116799999,5116799999,643,519,542,884,1033,167,51,99999,Russell County,NCNTY51167N51167,"Russell County, VA",Russell County,28897,VA,40,0
5116999999,5116999999,658,461,511,861,974,169,51,99999,Scott County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,23177,VA,40,1
5117199999,5117199999,816,493,678,1111,1408,171,51,99999,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,41993,VA,40,0
5117399999,5117399999,643,519,542,801,984,173,51,99999,Smyth County,NCNTY51173N51173,"Smyth County, VA",Smyth County,32208,VA,40,0
5117599999,5117599999,806,606,610,1004,1077,175,51,99999,Southampton County,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,18570,VA,40,0
5117799999,5117799999,1458,1167,1230,1951,2451,177,51,99999,Spotsylvania County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,122397,VA,40,1
5117999999,5117999999,1458,1167,1230,1951,2451,179,51,99999,Stafford County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,128961,VA,40,1
5118199999,5118199999,1107,894,920,1530,1926,181,51,99999,Surry County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Surry County,7058,VA,50,1
5118399999,5118399999,993,797,838,1306,1582,183,51,99999,Sussex County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Sussex County,12087,VA,50,1
5118599999,5118599999,643,519,542,813,915,185,51,99999,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,45078,VA,40,0
5118799999,5118799999,910,679,684,1292,1296,187,51,99999,Warren County,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",Warren County,37575,VA,40,1
5119199999,5119199999,658,461,511,861,974,191,51,99999,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,54876,VA,40,1
5119399999,5119399999,752,590,594,959,1208,193,51,99999,Westmoreland County,NCNTY51193N51193,"Westmoreland County, VA",Westmoreland County,17454,VA,40,0
5119599999,5119599999,643,519,542,801,1017,195,51,99999,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,41452,VA,40,0
5119799999,5119799999,645,487,491,829,1142,197,51,99999,Wythe County,NCNTY51197N51197,"Wythe County, VA",Wythe County,29235,VA,40,0
5119999999,5119999999,1107,894,920,1530,1926,199,51,99999,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,65464,VA,50,1
5151099999,5151099999,1458,1167,1230,1951,2451,510,51,99999,Alexandria city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,139966,VA,40,1
5151599999,5151599999,746,559,611,955,1100,515,51,99999,Bedford city,METRO31340M31340,"Lynchburg, VA MSA",Bedford city,6222,VA,40,1
5152099999,5152099999,658,461,511,861,974,520,51,99999,Bristol city,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,17835,VA,40,1
5153099999,5153099999,677,498,571,843,1182,530,51,99999,Buena Vista city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Buena Vista city,6650,VA,40,0
5154099999,5154099999,1038,662,875,1321,1498,540,51,99999,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,43475,VA,40,1
5155099999,5155099999,1107,894,920,1530,1926,550,51,99999,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,222209,VA,50,1
5156099999,5156099999,674,544,548,993,1082,560,51,99999,Clifton Forge city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Clifton Forge city,3884,VA,40,0
5157099999,5157099999,993,797,838,1306,1582,570,51,99999,Colonial Heights city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Colonial Heights city,17411,VA,50,1
5158099999,5158099999,674,544,548,993,1082,580,51,99999,Covington city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Covington city,5961,VA,40,0
5159099999,5159099999,643,412,524,911,914,590,51,99999,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,43055,VA,40,1
5159599999,5159599999,690,557,582,1017,1020,595,51,99999,Emporia city,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,5927,VA,40,0
5160099999,5160099999,1458,1167,1230,1951,2451,600,51,99999,Fairfax city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,22565,VA,40,1
5161099999,5161099999,1458,1167,1230,1951,2451,610,51,99999,Falls Church city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,12332,VA,40,1
5162099999,5162099999,806,606,610,1004,1077,620,51,99999,Franklin city,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,8582,VA,40,0
5163099999,5163099999,1458,1167,1230,1951,2451,630,51,99999,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,24286,VA,40,1
5164099999,5164099999,643,519,542,870,1091,640,51,99999,Galax city,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,7042,VA,40,0
5165099999,5165099999,1107,894,920,1530,1926,650,51,99999,Hampton city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Hampton city,137436,VA,50,1
5166099999,5166099999,863,658,662,1096,1528,660,51,99999,Harrisonburg city,METRO25500M25500,"Harrisonburg, VA MSA",Harrisonburg city,48914,VA,40,1
5167099999,5167099999,993,797,838,1306,1582,670,51,99999,Hopewell city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hopewell city,22591,VA,50,1
5167899999,5167899999,677,498,571,843,1182,678,51,99999,Lexington city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Lexington city,7042,VA,40,0
5168099999,5168099999,746,559,611,955,1100,680,51,99999,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,75568,VA,40,1
5168399999,5168399999,1458,1167,1230,1951,2451,683,51,99999,Manassas city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,37821,VA,40,1
5168599999,5168599999,1458,1167,1230,1951,2451,685,51,99999,Manassas Park city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,14273,VA,40,1
5169099999,5169099999,643,449,540,826,952,690,51,99999,Martinsville city,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,13821,VA,40,0
5170099999,5170099999,1107,894,920,1530,1926,700,51,99999,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,180719,VA,50,1
5171099999,5171099999,1107,894,920,1530,1926,710,51,99999,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,242803,VA,50,1
5172099999,5172099999,643,519,542,801,1017,720,51,99999,Norton city,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,3958,VA,40,0
5173099999,5173099999,993,797,838,1306,1582,730,51,99999,Petersburg city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Petersburg city,32420,VA,50,1
5173599999,5173599999,1107,894,920,1530,1926,735,51,99999,Poquoson city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Poquoson city,12150,VA,50,1
5174099999,5174099999,1107,894,920,1530,1926,740,51,99999,Portsmouth city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Portsmouth city,95535,VA,50,1
5175099999,5175099999,733,527,618,1026,1298,750,51,99999,Radford city,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,16408,VA,40,1
5176099999,5176099999,993,797,838,1306,1582,760,51,99999,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,204214,VA,50,1
5177099999,5177099999,732,507,587,959,1087,770,51,99999,Roanoke city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke city,97032,VA,40,1
5177599999,5177599999,732,507,587,959,1087,775,51,99999,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,24802,VA,40,1
5179099999,5179099999,801,513,634,1057,1402,790,51,99999,Staunton city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Staunton city,23746,VA,40,0
5180099999,5180099999,1107,894,920,1530,1926,800,51,99999,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,84585,VA,50,1
5181099999,5181099999,1107,894,920,1530,1926,810,51,99999,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,437994,VA,50,1
5182099999,5182099999,801,513,634,1057,1402,820,51,99999,Waynesboro city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Waynesboro city,21006,VA,40,0
5183099999,5183099999,1107,894,920,1530,1926,830,51,99999,Williamsburg city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Williamsburg city,14068,VA,50,1
5184099999,5184099999,819,580,633,1114,1390,840,51,99999,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,26203,VA,40,1
