cbsamet,state,county,zip,County_Name,CBSA_Name,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
47900,51,059,22306,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47900,51,059,22307,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1220,1380,1570,2010,2630
47900,51,059,22308,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1280,1440,1640,2100,2750
47900,51,059,22309,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1110,1250,1430,1830,2400
47900,51,059,22310,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1400,1580,1800,2300,3020
47900,51,059,22311,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1080,1220,1390,1780,2330
47900,51,059,22312,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1160,1310,1490,1900,2500
47900,51,059,22315,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1520,1720,1960,2500,3280
47900,51,061,20106,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20115,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20117,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1280,1440,1640,2100,2750
47900,51,061,20119,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20130,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47900,51,061,20137,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1020,1150,1310,1670,2190
47900,51,061,20139,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20144,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20169,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20181,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1100,1250,1420,1810,2380
47900,51,061,20184,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20186,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20187,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,20198,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22639,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22642,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47900,51,061,22643,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22712,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22720,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1230,1390,1580,2020,2650
47900,51,061,22728,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22734,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
47900,51,061,22742,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1000,1120,1280,1640,2140
16820,51,065,22947,Fluvanna County,"Charlottesville, VA MSA",680,820,970,1260,1390
16820,51,065,22963,Fluvanna County,"Charlottesville, VA MSA",790,950,1120,1450,1610
16820,51,065,22974,Fluvanna County,"Charlottesville, VA MSA",630,750,890,1150,1280
16820,51,065,23022,Fluvanna County,"Charlottesville, VA MSA",620,740,880,1140,1260
16820,51,065,23038,Fluvanna County,"Charlottesville, VA MSA",620,740,880,1140,1260
16820,51,065,23055,Fluvanna County,"Charlottesville, VA MSA",620,740,880,1140,1260
16820,51,065,23084,Fluvanna County,"Charlottesville, VA MSA",620,740,880,1140,1260
16820,51,065,23093,Fluvanna County,"Charlottesville, VA MSA",620,740,880,1140,1260
16820,51,065,24590,Fluvanna County,"Charlottesville, VA MSA",590,710,840,1090,1200
40220,51,067,24055,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24065,Franklin County,"Roanoke, VA MSA",510,540,700,890,970
40220,51,067,24067,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24088,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24092,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24101,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24102,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24112,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24121,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24137,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24151,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24176,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24184,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
49020,51,069,22601,Frederick County,"Winchester, VA-WV MSA",550,580,760,1050,1080
49020,51,069,22602,Frederick County,"Winchester, VA-WV MSA",610,630,830,1150,1180
49020,51,069,22603,Frederick County,"Winchester, VA-WV MSA",700,730,960,1320,1360
49020,51,069,22624,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22625,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22630,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22637,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22645,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22654,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22655,Frederick County,"Winchester, VA-WV MSA",700,730,960,1320,1360
49020,51,069,22656,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22663,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
13980,51,071,24086,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24093,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24124,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24128,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24134,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24136,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24147,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24150,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24167,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
47260,51,073,23003,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23050,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23061,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23062,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23072,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23107,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23128,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23149,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23184,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
40060,51,075,23038,Goochland County,"Richmond, VA MSA",710,760,850,1130,1330
40060,51,075,23039,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23063,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23065,Goochland County,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,075,23084,Goochland County,"Richmond, VA MSA",760,830,920,1230,1440
40060,51,075,23102,Goochland County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,075,23103,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23129,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23146,Goochland County,"Richmond, VA MSA",810,880,980,1310,1530
40060,51,075,23153,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23238,Goochland County,"Richmond, VA MSA",810,870,970,1290,1520
16820,51,079,22923,Greene County,"Charlottesville, VA MSA",650,780,920,1190,1320
16820,51,079,22935,Greene County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,079,22940,Greene County,"Charlottesville, VA MSA",680,820,970,1260,1390
16820,51,079,22968,Greene County,"Charlottesville, VA MSA",630,760,900,1170,1290
