State,State Name,County,County Name,CBSA,CBSA Name,ZIP,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22901,730,970,1150,1460,1660
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22902,670,890,1050,1340,1520
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22903,680,890,1060,1350,1530
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22906,740,980,1160,1480,1670
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22911,830,1100,1300,1650,1880
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22920,500,660,780,990,1130
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22923,640,850,1010,1290,1460
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22931,740,980,1160,1480,1670
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22932,570,760,900,1150,1300
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22935,720,950,1130,1440,1630
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22936,920,1220,1450,1840,2090
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22937,560,740,880,1120,1270
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22940,620,820,970,1230,1400
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22942,580,770,910,1160,1310
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22943,740,980,1160,1480,1670
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22946,740,980,1160,1480,1670
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22947,1050,1390,1650,2100,2380
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22959,650,860,1020,1300,1470
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22968,850,1120,1330,1690,1920
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22969,640,850,1010,1290,1460
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",22974,620,820,970,1230,1400
51,Virginia,003,Albemarle County,16820,"Charlottesville, VA MSA",24590,570,750,890,1130,1280
51,Virginia,007,Amelia County,40060,"Richmond, VA MSA",23002,620,650,770,1010,1230
51,Virginia,007,Amelia County,40060,"Richmond, VA MSA",23083,550,580,690,910,1100
51,Virginia,007,Amelia County,40060,"Richmond, VA MSA",23833,550,580,690,910,1100
