FIPS,fmr0,fmr1,fmr2,fmr3,fmr4,county,State,CouSub,pop2000,countyname,Metro_code,Areaname,county_town_name,state_alpha,fmr_type,metro
5111799999,374,466,575,706,941,117,51,99999,32380,Mecklenburg County,NCNTY51117N51117,"Mecklenburg County, VA",Mecklenburg County,VA,40,0
5111999999,458,564,687,837,910,119,51,99999,9932,Middlesex County,NCNTY51119N51119,"Middlesex County, VA",Middlesex County,VA,40,0
5112199999,556,608,681,934,1197,121,51,99999,83629,Montgomery County,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,VA,40,1
5112599999,635,763,903,1170,1295,125,51,99999,14445,Nelson County,METRO16820M16820,"Charlottesville, VA MSA",Nelson County,VA,40,1
5112799999,768,832,930,1241,1481,127,51,99999,13462,New Kent County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",New Kent County,VA,50,1
5113199999,458,564,687,837,910,131,51,99999,13093,Northampton County,NCNTY51131N51131,"Northampton County, VA",Northampton County,VA,40,0
5113399999,458,564,687,837,910,133,51,99999,12259,Northumberland County,NCNTY51133N51133,"Northumberland County, VA",Northumberland County,VA,40,0
5113599999,475,513,571,811,928,135,51,99999,15725,Nottoway County,NCNTY51135N51135,"Nottoway County, VA",Nottoway County,VA,40,0
5113799999,457,629,700,1019,1229,137,51,99999,25881,Orange County,NCNTY51137N51137,"Orange County, VA",Orange County,VA,40,0
5113999999,389,453,595,768,791,139,51,99999,23177,Page County,NCNTY51139N51139,"Page County, VA",Page County,VA,40,0
5114199999,473,516,571,707,729,141,51,99999,19407,Patrick County,NCNTY51141N51141,"Patrick County, VA",Patrick County,VA,40,0
5114399999,404,463,598,746,801,143,51,99999,61745,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,VA,40,1
5114599999,768,832,930,1241,1481,145,51,99999,22377,Powhatan County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Powhatan County,VA,50,1
5114799999,554,555,667,798,1069,147,51,99999,19720,Prince Edward County,NCNTY51147N51147,"Prince Edward County, VA",Prince Edward County,VA,40,0
5114999999,768,832,930,1241,1481,149,51,99999,33047,Prince George County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Prince George County,VA,50,1
5115399999,1061,1198,1364,1745,2285,153,51,99999,280813,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,VA,40,1
5115599999,433,458,571,818,879,155,51,99999,35127,Pulaski County,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,VA,40,1
5115799999,505,563,680,941,971,157,51,99999,6983,Rappahannock County,NCNTY51157N51157,"Rappahannock County, VA",Rappahannock County,VA,40,0
5115999999,458,564,687,837,910,159,51,99999,8809,Richmond County,NCNTY51159N51159,"Richmond County, VA",Richmond County,VA,40,0
5116199999,509,542,700,888,970,161,51,99999,85778,Roanoke County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke County,VA,40,1
5116399999,456,513,571,831,1002,163,51,99999,20808,Rockbridge County,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Rockbridge County,VA,40,0
5116599999,512,569,692,969,996,165,51,99999,67725,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,VA,40,1
5116799999,372,493,571,699,721,167,51,99999,30308,Russell County,NCNTY51167N51167,"Russell County, VA",Russell County,VA,40,0
5116999999,428,460,571,765,915,169,51,99999,23403,Scott County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,VA,40,1
5117199999,469,503,615,820,909,171,51,99999,35075,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,VA,40,0
5117399999,472,513,571,725,939,173,51,99999,33081,Smyth County,NCNTY51173N51173,"Smyth County, VA",Smyth County,VA,40,0
5117599999,413,572,634,784,1116,175,51,99999,17482,Southampton County,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,VA,40,0
5117799999,1061,1198,1364,1745,2285,177,51,99999,90395,Spotsylvania County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,VA,40,1
5117999999,1061,1198,1364,1745,2285,179,51,99999,92446,Stafford County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,VA,40,1
5118199999,774,807,934,1277,1539,181,51,99999,6829,Surry County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Surry County,VA,40,1
5118399999,768,832,930,1241,1481,183,51,99999,12504,Sussex County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Sussex County,VA,50,1
5118599999,476,477,571,733,829,185,51,99999,44598,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,VA,40,0
5118799999,562,654,814,1144,1179,187,51,99999,31584,Warren County,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",Warren County,VA,40,1
5119199999,428,460,571,765,915,191,51,99999,51103,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,VA,40,1
5119399999,464,565,714,980,1009,193,51,99999,16718,Westmoreland County,NCNTY51193N51193,"Westmoreland County, VA",Westmoreland County,VA,40,0
5119599999,475,484,571,743,936,195,51,99999,40123,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,VA,40,0
5119799999,371,470,571,749,1004,197,51,99999,27599,Wythe County,NCNTY51197N51197,"Wythe County, VA",Wythe County,VA,40,0
5119999999,774,807,934,1277,1539,199,51,99999,56297,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,VA,40,1
5151099999,1061,1198,1364,1745,2285,510,51,99999,128283,Alexandria city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,VA,40,1
5151599999,513,526,634,782,872,515,51,99999,6299,Bedford city,METRO31340M31340,"Lynchburg, VA MSA",Bedford city,VA,40,1
5152099999,428,460,571,765,915,520,51,99999,17367,Bristol city,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,VA,40,1
5153099999,456,513,571,831,1002,530,51,99999,6349,Buena Vista city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Buena Vista city,VA,40,0
5154099999,635,763,903,1170,1295,540,51,99999,45049,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,VA,40,1
5155099999,774,807,934,1277,1539,550,51,99999,199184,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,VA,40,1
5156099999,371,476,571,694,723,560,51,99999,4289,Clifton Forge city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Clifton Forge city,VA,40,0
5157099999,768,832,930,1241,1481,570,51,99999,16897,Colonial Heights city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Colonial Heights city,VA,50,1
5158099999,371,476,571,694,723,580,51,99999,6303,Covington city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Covington city,VA,40,0
5159099999,404,463,598,746,801,590,51,99999,48411,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,VA,40,1
5159599999,492,533,592,715,888,595,51,99999,5665,Emporia city,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,VA,40,0
5160099999,1061,1198,1364,1745,2285,600,51,99999,21498,Fairfax city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,VA,40,1
5161099999,1061,1198,1364,1745,2285,610,51,99999,10377,Falls Church city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,VA,40,1
5162099999,413,572,634,784,1116,620,51,99999,8346,Franklin city,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,VA,40,0
5163099999,1061,1198,1364,1745,2285,630,51,99999,19279,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,VA,40,1
5164099999,475,515,571,685,761,640,51,99999,6837,Galax city,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,VA,40,0
5165099999,774,807,934,1277,1539,650,51,99999,146437,Hampton city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Hampton city,VA,40,1
5166099999,512,569,692,969,996,660,51,99999,40468,Harrisonburg city,METRO25500M25500,"Harrisonburg, VA MSA",Harrisonburg city,VA,40,1
5167099999,768,832,930,1241,1481,670,51,99999,22354,Hopewell city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hopewell city,VA,50,1
5167899999,456,513,571,831,1002,678,51,99999,6867,Lexington city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Lexington city,VA,40,0
5168099999,513,526,634,782,872,680,51,99999,65269,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,VA,40,1
5168399999,1061,1198,1364,1745,2285,683,51,99999,35135,Manassas city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,VA,40,1
5168599999,1061,1198,1364,1745,2285,685,51,99999,10290,Manassas Park city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,VA,40,1
5169099999,440,458,571,732,839,690,51,99999,15416,Martinsville city,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,VA,40,0
5170099999,774,807,934,1277,1539,700,51,99999,180150,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,VA,40,1
5171099999,774,807,934,1277,1539,710,51,99999,234403,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,VA,40,1
5172099999,475,484,571,743,936,720,51,99999,3904,Norton city,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,VA,40,0
5173099999,768,832,930,1241,1481,730,51,99999,33740,Petersburg city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Petersburg city,VA,50,1
5173599999,774,807,934,1277,1539,735,51,99999,11566,Poquoson city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Poquoson city,VA,40,1
5174099999,774,807,934,1277,1539,740,51,99999,100565,Portsmouth city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Portsmouth city,VA,40,1
5175099999,556,608,681,934,1197,750,51,99999,15859,Radford city,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,VA,40,1
5176099999,768,832,930,1241,1481,760,51,99999,197790,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,VA,50,1
5177099999,509,542,700,888,970,770,51,99999,94911,Roanoke city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke city,VA,40,1
5177599999,509,542,700,888,970,775,51,99999,24747,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,VA,40,1
5179099999,498,512,668,955,1099,790,51,99999,23853,Staunton city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Staunton city,VA,40,0
5180099999,774,807,934,1277,1539,800,51,99999,63677,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,VA,40,1
5181099999,774,807,934,1277,1539,810,51,99999,425257,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,VA,40,1
5182099999,498,512,668,955,1099,820,51,99999,19520,Waynesboro city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Waynesboro city,VA,40,0
5183099999,774,807,934,1277,1539,830,51,99999,11998,Williamsburg city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Williamsburg city,VA,40,1
5184099999,558,579,764,1054,1085,840,51,99999,23585,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,VA,40,1
