fips2000,fips2010,fmr2,fmr0,fmr1,fmr3,fmr4,county,State,CouSub,countyname,Metro_code,Areaname,county_town_name,pop2010,ACS_2013_sm_2,state_alpha,fmr_type,metro,FMR_PCT_Change,FMR_Dollar_Change
5104799999,5104799999,824,490,642,1214,1459,47,51,99999,Culpeper County,NCNTY51047N51047,"Culpeper County, VA",Culpeper County,46689,948,VA,40,0,0.8691983122,-124
5104999999,5104999999,984,790,830,1294,1568,49,51,99999,Cumberland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Cumberland County,10052,979,VA,50,1,1.005107252,5
5105199999,5105199999,617,453,456,768,825,51,51,99999,Dickenson County,NCNTY51051N51051,"Dickenson County, VA",Dickenson County,15903,626,VA,40,0,0.9856230032,-9
5105399999,5105399999,984,790,830,1294,1568,53,51,99999,Dinwiddie County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Dinwiddie County,28001,979,VA,50,1,1.005107252,5
5105799999,5105799999,832,607,702,1036,1336,57,51,99999,Essex County,NCNTY51057N51057,"Essex County, VA",Essex County,11151,798,VA,40,0,1.042606516,34
5105999999,5105999999,1469,1176,1239,1966,2470,59,51,99999,Fairfax County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,1081726,1412,VA,40,1,1.040368272,57
5106199999,5106199999,1469,1176,1239,1966,2470,61,51,99999,Fauquier County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,65203,1412,VA,40,1,1.040368272,57
5106399999,5106399999,617,453,456,768,991,63,51,99999,Floyd County,NCNTY51063N51063,"Floyd County, VA",Floyd County,15279,626,VA,40,0,0.9856230032,-9
5106599999,5106599999,1008,643,850,1283,1455,65,51,99999,Fluvanna County,METRO16820M16820,"Charlottesville, VA MSA",Fluvanna County,25691,1099,VA,40,1,0.9171974522,-91
5106799999,5106799999,617,427,488,788,936,67,51,99999,Franklin County,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",Franklin County,56159,637,VA,40,1,0.9686028257,-20
5106999999,5106999999,804,569,621,1093,1365,69,51,99999,Frederick County,METRO49020M49020,"Winchester, VA-WV MSA",Frederick County,78305,839,VA,40,1,0.958283671,-35
5107199999,5107199999,617,471,520,899,1021,71,51,99999,Giles County,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",Giles County,17286,626,VA,40,1,0.9856230032,-9
5107399999,5107399999,1130,913,939,1562,1966,73,51,99999,Gloucester County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Gloucester County,36858,1136,VA,50,1,0.9947183099,-6
5107599999,5107599999,984,790,830,1294,1568,75,51,99999,Goochland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Goochland County,21717,979,VA,50,1,1.005107252,5
5107799999,5107799999,617,498,520,814,1093,77,51,99999,Grayson County,NCNTY51077N51077,"Grayson County, VA",Grayson County,15533,626,VA,40,0,0.9856230032,-9
5107999999,5107999999,1008,643,850,1283,1455,79,51,99999,Greene County,METRO16820M16820,"Charlottesville, VA MSA",Greene County,18403,1099,VA,40,1,0.9171974522,-91
5108199999,5108199999,617,498,520,909,912,81,51,99999,Greensville County,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,12243,628,VA,40,0,0.9824840764,-11
5108399999,5108399999,617,478,481,787,825,83,51,99999,Halifax County,NCNTY51083N51083,"Halifax County, VA",Halifax County,36241,626,VA,40,0,0.9856230032,-9
5108599999,5108599999,984,790,830,1294,1568,85,51,99999,Hanover County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hanover County,99863,979,VA,50,1,1.005107252,5
5108799999,5108799999,984,790,830,1294,1568,87,51,99999,Henrico County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Henrico County,306935,979,VA,50,1,1.005107252,5
5108999999,5108999999,617,431,518,793,913,89,51,99999,Henry County,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,54151,626,VA,40,0,0.9856230032,-9
5109199999,5109199999,617,498,520,909,912,91,51,99999,Highland County,NCNTY51091N51091,"Highland County, VA",Highland County,2321,626,VA,40,0,0.9856230032,-9
5109399999,5109399999,1130,913,939,1562,1966,93,51,99999,Isle of Wight County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Isle of Wight County,35270,1136,VA,50,1,0.9947183099,-6
5109599999,5109599999,1130,913,939,1562,1966,95,51,99999,James City County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,67009,1136,VA,50,1,0.9947183099,-6
5109799999,5109799999,984,790,830,1294,1568,97,51,99999,King and Queen County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King and Queen County,6945,979,VA,50,1,1.005107252,5
5109999999,5109999999,964,708,713,1272,1504,99,51,99999,King George County,NCNTY51099N51099,"King George County, VA",King George County,23584,987,VA,40,0,0.9766970618,-23
5110199999,5110199999,984,790,830,1294,1568,101,51,99999,King William County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King William County,15935,979,VA,50,1,1.005107252,5
5110399999,5110399999,802,589,593,999,1288,103,51,99999,Lancaster County,NCNTY51103N51103,"Lancaster County, VA",Lancaster County,11391,859,VA,40,0,0.9336437718,-57
5110599999,5110599999,617,498,508,768,991,105,51,99999,Lee County,NCNTY51105N51105,"Lee County, VA",Lee County,25587,626,VA,40,0,0.9856230032,-9
5110799999,5110799999,1469,1176,1239,1966,2470,107,51,99999,Loudoun County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,312311,1412,VA,40,1,1.040368272,57
5110999999,5110999999,717,575,605,1057,1060,109,51,99999,Louisa County,METRO40060N51109,"Louisa County, VA HUD Metro FMR Area",Louisa County,33153,721,VA,40,1,0.9944521498,-4
5111199999,5111199999,617,453,456,768,825,111,51,99999,Lunenburg County,NCNTY51111N51111,"Lunenburg County, VA",Lunenburg County,12914,659,VA,40,0,0.9362670713,-42
5111399999,5111399999,684,553,577,1008,1011,113,51,99999,Madison County,NCNTY51113N51113,"Madison County, VA",Madison County,13308,715,VA,40,0,0.9566433566,-31
5111599999,5111599999,1130,913,939,1562,1966,115,51,99999,Mathews County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Mathews County,8978,1136,VA,50,1,0.9947183099,-6
5111799999,5111799999,617,498,520,815,890,117,51,99999,Mecklenburg County,NCNTY51117N51117,"Mecklenburg County, VA",Mecklenburg County,32727,626,VA,40,0,0.9856230032,-9
5111999999,5111999999,629,508,531,927,1114,119,51,99999,Middlesex County,NCNTY51119N51119,"Middlesex County, VA",Middlesex County,10959,636,VA,40,0,0.9889937107,-7
5112199999,5112199999,716,514,604,1002,1268,121,51,99999,Montgomery County,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,94392,765,VA,40,1,0.9359477124,-49
5112599999,5112599999,1008,643,850,1283,1455,125,51,99999,Nelson County,METRO16820M16820,"Charlottesville, VA MSA",Nelson County,15020,1099,VA,40,1,0.9171974522,-91
5112799999,5112799999,984,790,830,1294,1568,127,51,99999,New Kent County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",New Kent County,18429,979,VA,50,1,1.005107252,5
5113199999,5113199999,708,520,523,882,1192,131,51,99999,Northampton County,NCNTY51131N51131,"Northampton County, VA",Northampton County,12389,734,VA,40,0,0.9645776567,-26
5113399999,5113399999,658,504,508,970,973,133,51,99999,Northumberland County,NCNTY51133N51133,"Northumberland County, VA",Northumberland County,12330,750,VA,40,0,0.8773333333,-92
5113599999,5113599999,716,578,604,985,988,135,51,99999,Nottoway County,NCNTY51135N51135,"Nottoway County, VA",Nottoway County,15853,723,VA,40,0,0.9903181189,-7
5113799999,5113799999,827,607,611,1081,1465,137,51,99999,Orange County,NCNTY51137N51137,"Orange County, VA",Orange County,33481,918,VA,40,0,0.9008714597,-91
5113999999,5113999999,652,527,540,812,871,139,51,99999,Page County,NCNTY51139N51139,"Page County, VA",Page County,24042,699,VA,40,0,0.9327610873,-47
5114199999,5114199999,617,498,520,790,991,141,51,99999,Patrick County,NCNTY51141N51141,"Patrick County, VA",Patrick County,18490,626,VA,40,0,0.9856230032,-9
5114399999,5114399999,617,395,502,874,877,143,51,99999,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,63506,626,VA,40,1,0.9856230032,-9
5114599999,5114599999,984,790,830,1294,1568,145,51,99999,Powhatan County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Powhatan County,28046,979,VA,50,1,1.005107252,5
5114799999,5114799999,705,530,533,908,942,147,51,99999,Prince Edward County,NCNTY51147N51147,"Prince Edward County, VA",Prince Edward County,23368,735,VA,40,0,0.9591836735,-30
5114999999,5114999999,984,790,830,1294,1568,149,51,99999,Prince George County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Prince George County,35725,979,VA,50,1,1.005107252,5
5115399999,5115399999,1469,1176,1239,1966,2470,153,51,99999,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,402002,1412,VA,40,1,1.040368272,57
5115599999,5115599999,617,498,520,787,974,155,51,99999,Pulaski County,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,34872,630,VA,40,1,0.9793650794,-13
5115799999,5115799999,990,800,835,1453,1590,157,51,99999,Rappahannock County,NCNTY51157N51157,"Rappahannock County, VA",Rappahannock County,7373,946,VA,40,0,1.046511628,44
5115999999,5115999999,719,528,531,1059,1153,159,51,99999,Richmond County,NCNTY51159N51159,"Richmond County, VA",Richmond County,9254,713,VA,40,0,1.008415147,6
5116199999,5116199999,720,498,578,943,1069,161,51,99999,Roanoke County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke County,92376,764,VA,40,1,0.942408377,-44
5116399999,5116399999,638,469,538,795,1114,163,51,99999,Rockbridge County,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Rockbridge County,22307,678,VA,40,0,0.9410029499,-40
5116599999,5116599999,740,564,568,940,1311,165,51,99999,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,76314,741,VA,40,1,0.9986504723,-1
5116799999,5116799999,617,498,520,848,991,167,51,99999,Russell County,NCNTY51167N51167,"Russell County, VA",Russell County,28897,626,VA,40,0,0.9856230032,-9
5116999999,5116999999,617,432,480,807,913,169,51,99999,Scott County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,23177,626,VA,40,1,0.9856230032,-9
5117199999,5117199999,714,431,593,972,1232,171,51,99999,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,41993,761,VA,40,0,0.938239159,-47
5117399999,5117399999,617,498,520,769,945,173,51,99999,Smyth County,NCNTY51173N51173,"Smyth County, VA",Smyth County,32208,626,VA,40,0,0.9856230032,-9
5117599999,5117599999,748,563,567,932,1000,175,51,99999,Southampton County,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,18570,777,VA,40,0,0.9626769627,-29
5117799999,5117799999,1469,1176,1239,1966,2470,177,51,99999,Spotsylvania County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,122397,1412,VA,40,1,1.040368272,57
5117999999,5117999999,1469,1176,1239,1966,2470,179,51,99999,Stafford County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,128961,1412,VA,40,1,1.040368272,57
5118199999,5118199999,1130,913,939,1562,1966,181,51,99999,Surry County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Surry County,7058,1136,VA,50,1,0.9947183099,-6
5118399999,5118399999,984,790,830,1294,1568,183,51,99999,Sussex County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Sussex County,12087,979,VA,50,1,1.005107252,5
5118599999,5118599999,617,498,520,780,878,185,51,99999,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,45078,626,VA,40,0,0.9856230032,-9
5118799999,5118799999,914,682,687,1297,1302,187,51,99999,Warren County,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",Warren County,37575,886,VA,40,1,1.031602709,28
5119199999,5119199999,617,432,480,807,913,191,51,99999,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,54876,626,VA,40,1,0.9856230032,-9
5119399999,5119399999,709,556,560,904,1139,193,51,99999,Westmoreland County,NCNTY51193N51193,"Westmoreland County, VA",Westmoreland County,17454,896,VA,40,0,0.7912946429,-187
5119599999,5119599999,617,498,520,768,976,195,51,99999,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,41452,626,VA,40,0,0.9856230032,-9
5119799999,5119799999,617,466,469,793,1093,197,51,99999,Wythe County,NCNTY51197N51197,"Wythe County, VA",Wythe County,29235,626,VA,40,0,0.9856230032,-9
5119999999,5119999999,1130,913,939,1562,1966,199,51,99999,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,65464,1136,VA,50,1,0.9947183099,-6
5151099999,5151099999,1469,1176,1239,1966,2470,510,51,99999,Alexandria city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,139966,1412,VA,40,1,1.040368272,57
5151599999,5151599999,657,492,538,841,969,515,51,99999,Bedford city,METRO31340M31340,"Lynchburg, VA MSA",Bedford city,6222,726,VA,40,1,0.9049586777,-69
5152099999,5152099999,617,432,480,807,913,520,51,99999,Bristol city,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,17835,626,VA,40,1,0.9856230032,-9
5153099999,5153099999,638,469,538,795,1114,530,51,99999,Buena Vista city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Buena Vista city,6650,678,VA,40,0,0.9410029499,-40
5154099999,5154099999,1008,643,850,1283,1455,540,51,99999,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,43475,1099,VA,40,1,0.9171974522,-91
5155099999,5155099999,1130,913,939,1562,1966,550,51,99999,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,222209,1136,VA,50,1,0.9947183099,-6
5156099999,5156099999,617,498,502,909,991,560,51,99999,Clifton Forge city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Clifton Forge city,3884,626,VA,40,0,0.9856230032,-9
5157099999,5157099999,984,790,830,1294,1568,570,51,99999,Colonial Heights city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Colonial Heights city,17411,979,VA,50,1,1.005107252,5
5158099999,5158099999,617,498,502,909,991,580,51,99999,Covington city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Covington city,5961,626,VA,40,0,0.9856230032,-9
5159099999,5159099999,617,395,502,874,877,590,51,99999,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,43055,626,VA,40,1,0.9856230032,-9
5159599999,5159599999,617,498,520,909,912,595,51,99999,Emporia city,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,5927,628,VA,40,0,0.9824840764,-11
5160099999,5160099999,1469,1176,1239,1966,2470,600,51,99999,Fairfax city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,22565,1412,VA,40,1,1.040368272,57
5161099999,5161099999,1469,1176,1239,1966,2470,610,51,99999,Falls Church city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,12332,1412,VA,40,1,1.040368272,57
5162099999,5162099999,748,563,567,932,1000,620,51,99999,Franklin city,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,8582,777,VA,40,0,0.9626769627,-29
5163099999,5163099999,1469,1176,1239,1966,2470,630,51,99999,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,24286,1412,VA,40,1,1.040368272,57
5164099999,5164099999,617,498,520,835,1047,640,51,99999,Galax city,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,7042,626,VA,40,0,0.9856230032,-9
5165099999,5165099999,1130,913,939,1562,1966,650,51,99999,Hampton city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Hampton city,137436,1136,VA,50,1,0.9947183099,-6
5166099999,5166099999,740,564,568,940,1311,660,51,99999,Harrisonburg city,METRO25500M25500,"Harrisonburg, VA MSA",Harrisonburg city,48914,741,VA,40,1,0.9986504723,-1
5167099999,5167099999,984,790,830,1294,1568,670,51,99999,Hopewell city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hopewell city,22591,979,VA,50,1,1.005107252,5
5167899999,5167899999,638,469,538,795,1114,678,51,99999,Lexington city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Lexington city,7042,678,VA,40,0,0.9410029499,-40
5168099999,5168099999,657,492,538,841,969,680,51,99999,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,75568,726,VA,40,1,0.9049586777,-69
5168399999,5168399999,1469,1176,1239,1966,2470,683,51,99999,Manassas city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,37821,1412,VA,40,1,1.040368272,57
5168599999,5168599999,1469,1176,1239,1966,2470,685,51,99999,Manassas Park city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,14273,1412,VA,40,1,1.040368272,57
5169099999,5169099999,617,431,518,793,913,690,51,99999,Martinsville city,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,13821,626,VA,40,0,0.9856230032,-9
5170099999,5170099999,1130,913,939,1562,1966,700,51,99999,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,180719,1136,VA,50,1,0.9947183099,-6
5171099999,5171099999,1130,913,939,1562,1966,710,51,99999,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,242803,1136,VA,50,1,0.9947183099,-6
5172099999,5172099999,617,498,520,768,976,720,51,99999,Norton city,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,3958,626,VA,40,0,0.9856230032,-9
5173099999,5173099999,984,790,830,1294,1568,730,51,99999,Petersburg city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Petersburg city,32420,979,VA,50,1,1.005107252,5
5173599999,5173599999,1130,913,939,1562,1966,735,51,99999,Poquoson city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Poquoson city,12150,1136,VA,50,1,0.9947183099,-6
5174099999,5174099999,1130,913,939,1562,1966,740,51,99999,Portsmouth city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Portsmouth city,95535,1136,VA,50,1,0.9947183099,-6
5175099999,5175099999,716,514,604,1002,1268,750,51,99999,Radford city,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,16408,765,VA,40,1,0.9359477124,-49
5176099999,5176099999,984,790,830,1294,1568,760,51,99999,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,204214,979,VA,50,1,1.005107252,5
5177099999,5177099999,720,498,578,943,1069,770,51,99999,Roanoke city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke city,97032,764,VA,40,1,0.942408377,-44
5177599999,5177599999,720,498,578,943,1069,775,51,99999,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,24802,764,VA,40,1,0.942408377,-44
5179099999,5179099999,719,461,569,948,1258,790,51,99999,Staunton city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Staunton city,23746,669,VA,40,0,1.074738416,50
5180099999,5180099999,1130,913,939,1562,1966,800,51,99999,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,84585,1136,VA,50,1,0.9947183099,-6
5181099999,5181099999,1130,913,939,1562,1966,810,51,99999,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,437994,1136,VA,50,1,0.9947183099,-6
5182099999,5182099999,719,461,569,948,1258,820,51,99999,Waynesboro city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Waynesboro city,21006,669,VA,40,0,1.074738416,50
5183099999,5183099999,1130,913,939,1562,1966,830,51,99999,Williamsburg city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Williamsburg city,14068,1136,VA,50,1,0.9947183099,-6
5184099999,5184099999,804,569,621,1093,1365,840,51,99999,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,26203,839,VA,40,1,0.958283671,-35
