state,statename,county,cntyname,cbsamet,cbnsmcnm,zipcode,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22033,1370,1440,1710,2290,2870
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22039,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22041,1160,1220,1450,1940,2440
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22042,1300,1370,1620,2170,2720
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22043,1430,1510,1790,2400,3010
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22044,1100,1160,1370,1830,2300
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22046,1200,1270,1500,2010,2520
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22060,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22066,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22079,1320,1390,1650,2210,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22101,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22102,1460,1540,1820,2440,3060
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22103,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22106,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22116,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22124,1580,1670,1980,2650,3330
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22150,1250,1320,1560,2090,2620
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22151,1340,1410,1670,2240,2810
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22152,1530,1610,1910,2560,3210
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22153,1700,1790,2120,2840,3560
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22180,1500,1590,1880,2520,3160
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22181,1720,1810,2150,2880,3610
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22182,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22183,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22199,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22302,1260,1320,1570,2100,2640
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22303,1130,1190,1410,1890,2370
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22306,1020,1080,1280,1710,2150
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22307,1300,1370,1630,2180,2740
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22308,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22309,1180,1250,1480,1980,2490
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22310,1580,1660,1970,2640,3310
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22312,1230,1300,1540,2060,2590
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22315,1570,1650,1960,2620,3300
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20106,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20115,1030,1090,1290,1730,2170
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20117,1240,1310,1550,2070,2610
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20119,1170,1230,1460,1950,2450
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20130,970,1020,1210,1620,2030
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20137,1100,1160,1380,1850,2320
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20139,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20144,1020,1070,1270,1700,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20181,1030,1090,1290,1730,2170
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20184,1200,1270,1500,2010,2520
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20186,1020,1070,1270,1700,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20187,1210,1270,1510,2020,2540
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20198,1210,1270,1510,2020,2540
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22639,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22642,1240,1310,1550,2070,2610
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22643,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22712,1140,1200,1420,1900,2390
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22720,1300,1370,1620,2170,2720
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22728,1180,1250,1480,1980,2490
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22734,980,1030,1220,1630,2050
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22742,1060,1120,1330,1780,2240
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22963,730,970,1150,1460,1660
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22974,590,780,920,1170,1330
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23022,720,950,1130,1440,1630
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23038,630,840,990,1260,1430
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23055,510,670,800,1020,1150
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23084,460,610,720,920,1040
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23093,590,780,930,1180,1340
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",24590,540,710,840,1070,1210
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24055,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24059,600,690,860,1130,1280
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24065,490,570,710,930,1050
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24067,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24088,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24091,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24092,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24101,570,660,820,1070,1220
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24102,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24112,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24121,550,630,790,1030,1170
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24137,720,830,1040,1360,1540
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24151,460,540,670,880,990
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24176,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24184,440,510,640,840,950
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22601,580,630,820,1120,1390
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22602,640,700,910,1240,1540
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22603,730,800,1030,1400,1750
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22624,660,720,930,1260,1580
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22625,870,950,1230,1670,2090
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22630,670,730,950,1290,1610
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22637,670,730,950,1290,1610
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22645,490,530,690,940,1170
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22654,670,730,950,1290,1610
