State,State Name,County,County Name,CBSA,CBSA Name,ZIP,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
51,Virginia,031,Campbell County,31340,"Lynchburg, VA MSA",24569,480,490,590,730,810
51,Virginia,031,Campbell County,31340,"Lynchburg, VA MSA",24571,470,480,580,720,800
51,Virginia,031,Campbell County,31340,"Lynchburg, VA MSA",24588,490,510,610,750,840
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22408,780,840,940,1250,1500
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22427,600,650,730,970,1160
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22436,780,840,940,1250,1500
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22438,780,840,940,1250,1500
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22514,780,840,940,1250,1500
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22535,590,640,720,960,1150
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22538,780,840,940,1250,1500
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22546,870,940,1050,1400,1670
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",22580,690,740,830,1110,1320
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",23015,600,650,730,970,1160
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",23047,690,750,840,1120,1340
51,Virginia,033,Caroline County,40060,"Richmond, VA MSA",23069,660,720,800,1070,1270
51,Virginia,036,Charles City County,40060,"Richmond, VA MSA",23030,620,670,750,1000,1190
51,Virginia,036,Charles City County,40060,"Richmond, VA MSA",23140,780,840,940,1250,1500
51,Virginia,036,Charles City County,40060,"Richmond, VA MSA",23185,620,670,750,1000,1190
51,Virginia,036,Charles City County,40060,"Richmond, VA MSA",23231,670,720,810,1080,1290
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23112,870,940,1050,1400,1670
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23113,880,960,1070,1430,1700
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23114,900,980,1090,1450,1740
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23120,780,850,950,1270,1510
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23224,650,710,790,1050,1260
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23225,660,720,800,1070,1270
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23234,690,750,840,1120,1340
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23235,860,930,1040,1390,1660
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23236,890,970,1080,1440,1720
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23237,690,740,830,1110,1320
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23803,630,680,760,1010,1210
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23806,800,870,970,1290,1550
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23831,820,890,990,1320,1580
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23832,880,960,1070,1430,1700
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23834,680,730,820,1090,1310
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23836,830,900,1000,1330,1590
51,Virginia,041,Chesterfield County,40060,"Richmond, VA MSA",23838,970,1050,1170,1560,1860
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20130,840,960,1090,1410,1840
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20135,1300,1480,1680,2170,2840
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22611,810,930,1050,1350,1770
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22620,800,920,1040,1340,1760
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22630,670,760,860,1110,1450
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22646,830,940,1070,1380,1810
51,Virginia,043,Clarke County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22663,820,930,1060,1370,1790
51,Virginia,045,Craig County,40220,"Roanoke, VA MSA",24070,510,540,700,890,970
51,Virginia,045,Craig County,40220,"Roanoke, VA MSA",24127,390,420,540,690,750
51,Virginia,045,Craig County,40220,"Roanoke, VA MSA",24128,490,520,670,850,930
51,Virginia,045,Craig County,40220,"Roanoke, VA MSA",24131,440,460,600,760,830
51,Virginia,045,Craig County,40220,"Roanoke, VA MSA",24426,440,460,600,760,830
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23027,600,650,730,970,1160
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23038,560,610,680,910,1080
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23040,670,720,810,1080,1290
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23123,600,650,730,970,1160
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23139,710,770,860,1150,1370
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23901,570,620,690,920,1100
51,Virginia,049,Cumberland County,40060,"Richmond, VA MSA",23936,600,650,730,970,1160
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23803,630,680,760,1010,1210
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23805,670,720,810,1080,1290
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23824,700,760,850,1130,1350
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23830,450,480,540,720,860
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23833,550,600,670,890,1070
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23840,540,580,650,870,1040
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23841,610,660,740,990,1180
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23850,690,740,830,1110,1320
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23872,500,540,600,800,960
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23882,480,520,580,770,920
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23885,860,930,1040,1390,1660
51,Virginia,053,Dinwiddie County,40060,"Richmond, VA MSA",23894,760,820,920,1230,1470
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20120,1320,1510,1710,2210,2890
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20121,1280,1460,1660,2140,2800
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20124,1620,1840,2090,2700,3530
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20151,1200,1370,1550,2000,2620
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20164,1220,1380,1570,2030,2650
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20165,1440,1640,1860,2400,3140
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20170,1300,1480,1680,2170,2840
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20171,1350,1530,1740,2240,2940
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20190,1180,1340,1520,1960,2570
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20191,1100,1250,1420,1830,2400
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20194,1440,1640,1860,2400,3140
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22003,1180,1340,1520,1960,2570
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22015,1560,1770,2010,2590,3390
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22027,1620,1840,2090,2700,3530
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22030,1350,1540,1750,2260,2950
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22031,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22032,1620,1840,2090,2700,3530
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22033,1280,1460,1660,2140,2800
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22035,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22039,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22041,1040,1190,1350,1740,2280
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22042,1170,1330,1510,1950,2550
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22043,1310,1490,1690,2180,2850
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22044,1050,1200,1360,1750,2300
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22046,1080,1230,1400,1810,2360
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22060,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22066,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22079,1250,1430,1620,2090,2730
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22101,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22102,1380,1570,1780,2300,3000
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22121,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22124,1420,1610,1830,2360,3090
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22150,1200,1370,1550,2000,2620
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22151,1330,1520,1720,2220,2900
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22152,1470,1680,1900,2450,3210
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22153,1550,1760,2000,2580,3380
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22180,1420,1620,1840,2370,3110
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22181,1550,1760,2000,2580,3380
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22182,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22185,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22204,1030,1170,1330,1720,2250
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22207,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22213,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22302,1130,1290,1460,1880,2460
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22303,1070,1220,1380,1780,2330
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22304,1130,1290,1460,1880,2460
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22306,960,1090,1240,1600,2090
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22307,1220,1380,1570,2030,2650
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22308,1270,1450,1640,2120,2770
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22309,1110,1260,1430,1840,2410
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22310,1390,1590,1800,2320,3040
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22311,1080,1230,1390,1790,2350
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22312,1150,1310,1490,1920,2520
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22315,1520,1730,1960,2530,3310
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20106,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20115,1110,1260,1430,1840,2410
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20117,1040,1190,1350,1740,2280
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20118,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20119,670,760,860,1110,1450
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20130,840,960,1090,1410,1840
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20137,1010,1160,1310,1690,2210
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20139,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20140,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20144,960,1090,1240,1600,2090
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20169,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20181,1080,1230,1390,1790,2350
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20184,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20186,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20187,1180,1350,1530,1970,2580
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20198,940,1070,1210,1560,2040
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22406,1010,1150,1300,1680,2190
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22556,1050,1200,1360,1750,2300
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22630,670,760,860,1110,1450
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22639,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22642,740,850,960,1240,1620
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22643,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22712,1040,1190,1350,1740,2280
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22720,1220,1390,1580,2040,2670
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22728,980,1120,1270,1640,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22734,890,1010,1150,1480,1940
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22742,1080,1230,1390,1790,2350
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22947,740,890,1050,1360,1510
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22963,860,1040,1230,1590,1760
