fips2000,fips2010,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,msa99,fmr99_2,fmr99,msa98,fmr98_2,fmr98,msa97,fmr97_2,fmr97,msa96,fmr96_2,fmr96,msa95,fmr95_2,fmr95,msa94,fmr94_2,fmr94,msa93,fmr93_2,fmr93,msa92,fmr92_2,fmr92,msa91,fmr91_2,fmr91,msa90,fmr90_2,fmr90,msa89,fmr89_2,fmr89,msa88,fmr88_2,fmr88,msa87,fmr87_2,fmr87,msa86,fmr86_2,fmr86,msa85,fmr85_2,fmr85,msa83,fmr83_2,fmr83,cbsasub,areaname,state,cousub,name,county,pop2000,pop2010,census_region
5102199999,5102199999,NCNTY51021N51021,643,40,NCNTY51021N51021,617,40,NCNTY51021N51021,626,40,NCNTY51021N51021,541,40,NCNTY51021N51021,588,40,NCNTY51021N51021,571,40,NCNTY51021N51021,557,40,NCNTY51021N51021,535,40,NCNTY51021N51021,502,40,NCNTY51021N51021,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,308,45,10000,361,45,10000,349,45,10000,338,45,10000,330,45,10000,323,45,10000,318,45,10000,310,45,10000,303,45,10000,266,45,10000,256,45,NCNTY51021N51021,"Bland County, VA",51,99999,Bland County,21,6871,6824,3
5102399999,5102399999,METRO40220M40220,732,40,METRO40220M40220,720,40,METRO40220M40220,764,40,METRO40220M40220,732,40,METRO40220M40220,721,40,METRO40220M40220,700,40,METRO40220M40220,683,40,METRO40220M40220,656,40,METRO40220M40220,613,40,METRO40220M40220,589,40,6800,586,40,6800,515,40,6800,512,40,6800,500,40,6800,484,40,6800,479,40,6800,475,40,6800,467,40,6800,458,40,6800,447,40,6800,433,40,6800,439,45,6800,431,45,6800,416,45,6800,402,45,6800,392,45,6800,384,45,6800,378,45,6800,368,45,6800,360,45,6800,383,45,6800,371,45,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",51,99999,Botetourt County,23,30496,33148,3
5102599999,5102599999,NCNTY51025N51025,692,40,NCNTY51025N51025,617,40,NCNTY51025N51025,652,40,NCNTY51025N51025,541,40,NCNTY51025N51025,609,40,NCNTY51025N51025,591,40,NCNTY51025N51025,577,40,NCNTY51025N51025,555,40,NCNTY51025N51025,519,40,NCNTY51025N51025,499,40,9999,485,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,311,40,10000,318,45,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,373,45,10000,361,45,NCNTY51025N51025,"Brunswick County, VA",51,99999,Brunswick County,25,18419,17434,3
5102799999,5102799999,NCNTY51027N51027,643,40,NCNTY51027N51027,617,40,NCNTY51027N51027,626,40,NCNTY51027N51027,541,40,NCNTY51027N51027,588,40,NCNTY51027N51027,571,40,NCNTY51027N51027,557,40,NCNTY51027N51027,535,40,NCNTY51027N51027,502,40,NCNTY51027N51027,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,410,45,10000,397,45,10000,384,45,10000,374,45,10000,366,45,10000,361,45,10000,351,45,10000,343,45,10000,266,45,10000,256,45,NCNTY51027N51027,"Buchanan County, VA",51,99999,Buchanan County,27,26978,24098,3
5102999999,5102999999,NCNTY51029N51029,643,40,NCNTY51029N51029,647,40,NCNTY51029N51029,626,40,NCNTY51029N51029,541,40,NCNTY51029N51029,588,40,NCNTY51029N51029,571,40,NCNTY51029N51029,557,40,NCNTY51029N51029,535,40,NCNTY51029N51029,502,40,NCNTY51029N51029,483,40,9999,452,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,320,40,10000,328,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,373,45,10000,361,45,NCNTY51029N51029,"Buckingham County, VA",51,99999,Buckingham County,29,15623,17146,3
5103199999,5103199999,METRO31340M31340,746,40,METRO31340M31340,657,40,METRO31340M31340,726,40,METRO31340M31340,654,40,METRO31340M31340,653,40,METRO31340M31340,634,40,METRO31340M31340,619,40,METRO31340M31340,595,40,METRO31340M31340,556,40,METRO31340M31340,534,40,4640,520,40,4640,476,40,4640,473,40,4640,461,40,4640,447,40,4640,443,40,4640,440,40,4640,432,40,4640,424,40,4640,413,40,4640,400,40,4640,402,45,4640,444,45,4640,428,45,4640,414,45,4640,404,45,4640,395,45,4640,389,45,4640,379,45,4640,370,45,4640,385,45,4640,372,45,METRO31340M31340,"Lynchburg, VA MSA",51,99999,Campbell County,31,51078,54842,3
5103399999,5103399999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,9999,595,40,10000,591,40,10000,591,40,10000,577,40,10000,555,40,10000,551,40,10000,548,40,10000,540,40,10000,528,40,10000,522,40,10000,508,40,10000,519,45,10000,507,45,10000,491,45,10000,475,45,10000,463,45,10000,453,45,10000,446,45,10000,434,45,10000,424,45,10000,373,45,10000,361,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Caroline County,33,22121,28545,3
5103599999,5103599999,NCNTY51035N51035,643,40,NCNTY51035N51035,617,40,NCNTY51035N51035,626,40,NCNTY51035N51035,541,40,NCNTY51035N51035,588,40,NCNTY51035N51035,571,40,NCNTY51035N51035,557,40,NCNTY51035N51035,535,40,NCNTY51035N51035,502,40,NCNTY51035N51035,483,40,9999,438,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,311,40,10000,318,45,10000,361,45,10000,349,45,10000,338,45,10000,330,45,10000,323,45,10000,318,45,10000,310,45,10000,303,45,10000,294,45,10000,283,45,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",51,99999,Carroll County,35,29245,30042,3
5103699999,5103699999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Charles City County,36,6926,7256,3
5103799999,5103799999,NCNTY51037N51037,643,40,NCNTY51037N51037,617,40,NCNTY51037N51037,626,40,NCNTY51037N51037,541,40,NCNTY51037N51037,588,40,NCNTY51037N51037,571,40,NCNTY51037N51037,557,40,NCNTY51037N51037,535,40,NCNTY51037N51037,502,40,NCNTY51037N51037,483,40,9999,452,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,303,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,383,45,10000,371,45,NCNTY51037N51037,"Charlotte County, VA",51,99999,Charlotte County,37,12472,12586,3
5104199999,5104199999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Chesterfield County,41,259903,316236,3
5104399999,5104399999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,1650,1016,40,1650,674,40,1650,642,40,1650,611,40,1650,586,40,1650,569,40,1650,556,40,1650,550,40,1650,538,40,1650,528,40,1650,519,40,1650,520,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,311,45,10000,300,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Clarke County,43,12652,14034,3
5104599999,5104599999,METRO40220M40220,732,40,METRO40220M40220,720,40,METRO40220M40220,764,40,METRO40220M40220,732,40,METRO40220M40220,721,40,METRO40220M40220,700,40,METRO40220M40220,683,40,METRO40220M40220,656,40,METRO40220M40220,613,40,METRO40220M40220,589,40,9999,518,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,319,45,10000,319,45,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",51,99999,Craig County,45,5091,5190,3
5104799999,5104799999,NCNTY51047N51047,974,40,NCNTY51047N51047,824,40,NCNTY51047N51047,948,40,NCNTY51047N51047,772,40,NCNTY51047N51047,794,40,NCNTY51047N51047,771,40,NCNTY51047N51047,753,40,NCNTY51047N51047,728,40,NCNTY51047N51047,760,40,NCNTY51047N51047,722,40,1891,696,40,1891,775,40,1891,737,40,1891,679,40,1891,658,40,1891,652,40,1891,637,40,1891,630,40,1891,616,40,1891,605,40,1891,595,40,1891,595,45,10000,448,45,10000,434,45,10000,420,45,10000,409,45,10000,400,45,10000,394,45,10000,383,45,10000,374,45,10000,334,45,10000,323,45,NCNTY51047N51047,"Culpeper County, VA",51,99999,Culpeper County,47,34262,46689,3
5104999999,5104999999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,9999,452,40,10000,490,40,10000,490,40,10000,478,40,10000,460,40,10000,457,40,10000,455,40,10000,448,40,10000,438,40,10000,433,40,10000,421,40,10000,431,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,373,45,10000,361,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Cumberland County,49,9017,10052,3
5105199999,5105199999,NCNTY51051N51051,643,40,NCNTY51051N51051,617,40,NCNTY51051N51051,626,40,NCNTY51051N51051,541,40,NCNTY51051N51051,588,40,NCNTY51051N51051,571,40,NCNTY51051N51051,557,40,NCNTY51051N51051,535,40,NCNTY51051N51051,502,40,NCNTY51051N51051,483,40,9999,406,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,369,45,10000,357,45,10000,345,45,10000,336,45,10000,329,45,10000,324,45,10000,315,45,10000,308,45,10000,293,45,10000,282,45,NCNTY51051N51051,"Dickenson County, VA",51,99999,Dickenson County,51,16395,15903,3
5105399999,5105399999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Dinwiddie County,53,24533,28001,3
5105799999,5105799999,NCNTY51057N51057,868,40,NCNTY51057N51057,832,40,NCNTY51057N51057,798,40,NCNTY51057N51057,687,40,NCNTY51057N51057,719,40,NCNTY51057N51057,697,40,NCNTY51057N51057,680,40,NCNTY51057N51057,654,40,NCNTY51057N51057,614,40,NCNTY51057N51057,590,40,9999,573,40,10000,511,40,10000,511,40,10000,499,40,10000,480,40,10000,477,40,10000,475,40,10000,468,40,10000,458,40,10000,453,40,10000,441,40,10000,451,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,NCNTY51057N51057,"Essex County, VA",51,99999,Essex County,57,9989,11151,3
5105999999,5105999999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Fairfax County,59,969749,1081726,3
5106199999,5106199999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,10000,448,45,10000,434,45,10000,420,45,10000,409,45,10000,400,45,10000,394,45,10000,383,45,10000,374,45,10000,361,45,10000,349,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Fauquier County,61,55139,65203,3
5106399999,5106399999,NCNTY51063N51063,643,40,NCNTY51063N51063,617,40,NCNTY51063N51063,626,40,NCNTY51063N51063,541,40,NCNTY51063N51063,652,40,NCNTY51063N51063,633,40,NCNTY51063N51063,618,40,NCNTY51063N51063,594,40,NCNTY51063N51063,556,40,NCNTY51063N51063,534,40,9999,519,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,314,45,10000,426,45,10000,412,45,10000,399,45,10000,389,45,10000,381,45,10000,375,45,10000,365,45,10000,357,45,10000,383,45,10000,371,45,NCNTY51063N51063,"Floyd County, VA",51,99999,Floyd County,63,13874,15279,3
5106599999,5106599999,METRO16820M16820,1038,40,METRO16820M16820,1008,40,METRO16820M16820,1099,40,METRO16820M16820,1029,40,METRO16820M16820,931,40,METRO16820M16820,903,40,METRO16820M16820,882,40,METRO16820M16820,847,40,METRO16820M16820,792,40,METRO16820M16820,761,40,1540,744,40,1540,698,40,1540,693,40,1540,677,40,1540,656,40,1540,650,40,1540,645,40,1540,634,40,1540,622,40,1540,585,40,1540,567,40,1540,569,45,1540,539,45,1540,520,45,1540,503,45,1540,490,45,1540,479,45,1540,472,45,1540,459,45,1540,449,45,1540,415,45,1540,402,45,METRO16820M16820,"Charlottesville, VA MSA",51,99999,Fluvanna County,65,20047,25691,3
5106799999,5106799999,METRO40220N51067,643,40,METRO40220N51067,617,40,METRO40220N51067,637,40,METRO40220N51067,610,40,METRO40220N51067,588,40,METRO40220N51067,571,40,METRO40220N51067,557,40,METRO40220N51067,535,40,METRO40220N51067,502,40,METRO40220N51067,483,40,9999,453,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,325,40,10000,333,45,10000,372,45,10000,360,45,10000,348,45,10000,339,45,10000,332,45,10000,327,45,10000,318,45,10000,311,45,10000,287,45,10000,276,45,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",51,99999,Franklin County,67,47286,56159,3
5106999999,5106999999,METRO49020M49020,819,40,METRO49020M49020,804,40,METRO49020M49020,839,40,METRO49020M49020,895,40,METRO49020M49020,778,40,METRO49020M49020,764,40,METRO49020M49020,749,40,METRO49020M49020,718,40,METRO49020M49020,673,40,METRO49020M49020,647,40,9999,647,40,10000,581,40,10000,581,40,10000,566,40,10000,545,40,10000,541,40,10000,538,40,10000,530,40,10000,518,40,10000,513,40,10000,499,40,10000,510,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,311,45,10000,300,45,METRO49020M49020,"Winchester, VA-WV MSA",51,99999,Frederick County,69,59209,78305,3
5107199999,5107199999,METRO13980N51071,643,40,METRO13980N51071,617,40,METRO13980N51071,626,40,METRO13980N51071,541,40,METRO13980N51071,588,40,METRO13980N51071,571,40,METRO13980N51071,557,40,METRO13980N51071,535,40,METRO13980N51071,502,40,METRO13980N51071,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,328,40,10000,336,45,10000,426,45,10000,412,45,10000,399,45,10000,389,45,10000,381,45,10000,375,45,10000,365,45,10000,357,45,10000,325,45,10000,314,45,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",51,99999,Giles County,71,16657,17286,3
5107399999,5107399999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,5720,550,45,5720,531,45,5720,514,45,5720,485,45,5720,475,45,5720,437,45,5720,425,45,5720,415,45,5720,415,45,5720,402,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Gloucester County,73,34780,36858,3
